,System Pout Consumption Energy [kWh],System Pout AC-coupling Energy [kWh],System Pin Consumption Energy [kWh],System Pin Injection Energy [kWh],System Batt Charge Energy [kWh],System Batt Discharge Energy [kWh],Solar Power Energy [kWh]
2018-06-30,19.86433333333337,0.0,11.108499999999985,0.0,9.883907333333346,-8.316825210000003,11.028333333333311
2018-07-01,16.231499999999997,0.0,7.574833333333324,0.0,7.78335498666667,-6.538195233333329,10.528499999999989
2018-07-02,17.092833333333296,0.0,5.4008333333333365,0.0,9.423364923333342,-9.71761092333333,12.3623333333333
2018-07-03,18.059833333333234,0.0,9.933833333333329,0.0,7.972199096666673,-8.564192901666681,8.338999999999983
2018-07-04,19.96199999999995,0.0,14.99016666666668,0.0,10.982005121666663,-8.903993280000016,8.684166666666663
2018-07-05,21.050666666666725,0.0,26.144333333333314,0.0,16.998947156666656,-13.153000865000005,0.004
2018-07-06,21.828166666666597,0.0,25.559000000000005,0.0,15.185539268333327,-12.484751356666667,0.0
2018-07-07,17.581500000000037,0.0,19.48100000000001,0.0,12.86607844833332,-11.90360801166667,0.0
2018-07-08,18.946333333333367,0.0,19.756499999999985,0.0,11.778854101666665,-11.888538049999982,0.0
2018-07-09,17.30116666666668,0.0,20.22283333333336,0.0,12.009788336666665,-9.730077365000007,0.0
2018-07-10,,,,,,,
2018-07-11,16.174166666666668,0.0,17.85750000000001,0.0,10.133893796666664,-8.96153290666666,0.0
2018-07-12,16.89649999999996,0.0,9.300499999999987,0.0,7.492552323333326,-7.033619026666669,8.720666666666629
2018-07-13,17.266666666666687,0.0,11.722333333333335,0.0,9.77513457166666,-7.851339888333326,8.403166666666639
2018-07-14,19.101333333333216,0.0,13.394500000000004,0.0,10.908785486666671,-9.446013546666652,8.20583333333331
2018-07-15,18.392166666666686,0.0,12.60216666666668,0.0,9.77104758166667,-7.9950584650000005,8.474999999999993
2018-07-16,17.080500000000004,0.0,12.068833333333332,0.0,10.091977788333338,-8.47975564166666,7.3124999999999885
2018-07-17,17.580333333333353,0.0,14.976,0.0,10.59921043666667,-8.92484906500001,5.108166666666639
2018-07-18,16.580500000000022,0.0,11.817666666666693,0.0,9.475738773333328,-6.917431841666663,8.276166666666638
2018-07-19,17.150166666666635,0.0,11.490166666666672,0.0,9.229344121666681,-7.52710159333334,8.341500000000005
2018-07-20,17.402999999999942,0.0,10.623333333333344,0.0,9.199627261666667,-9.188715013333333,7.6453333333333315
2018-07-21,17.357499999999934,0.0,14.450333333333333,0.0,10.95159227333333,-10.634210180000013,4.425666666666644
2018-07-22,16.726833333333264,0.0,14.300499999999996,0.0,11.302501816666668,-7.364892956666661,7.303333333333323
2018-07-23,15.463166666666638,0.0,7.687000000000006,0.0,7.132262066666665,-6.793364393333331,8.548833333333329
2018-07-24,14.234666666666657,0.0,8.760000000000002,0.0,8.968670289999999,-7.21491759833334,7.990333333333322
2018-07-25,16.778666666666656,0.0,13.476499999999998,0.0,8.978528285000015,-6.684565706666663,6.355000000000004
2018-07-26,17.10383333333325,0.0,13.099833333333322,0.0,8.443623311666673,-6.866326178333334,6.24783333333332
2018-07-27,15.803666666666684,0.0,8.951166666666659,0.0,8.43048452333334,-7.326216389999998,8.729666666666665
2018-07-28,17.05733333333323,0.0,13.478666666666673,0.0,9.428750028333335,-8.807060168333317,5.036000000000001
2018-07-29,17.60216666666655,0.0,12.932333333333341,0.0,9.371272613333337,-6.924649356666665,8.093999999999987
2018-07-30,17.41400000000004,0.0,8.925000000000006,0.0,9.272491281666664,-7.8492274033333285,10.72699999999996
2018-07-31,16.758666666666674,0.0,9.690000000000005,0.0,8.971365998333331,-8.104662900000003,8.711333333333336
2018-08-01,18.58616666666666,0.0,12.830666666666673,0.0,9.812822563333333,-9.590046933333326,6.898166666666614
2018-08-02,17.931666666666647,0.0,13.84166666666665,0.0,10.583329113333331,-7.136509701666664,8.609333333333307
2018-08-03,19.26333333333324,0.0,13.705666666666682,0.0,10.06308858000001,-8.995457966666669,7.694833333333305
2018-08-04,19.128333333333384,0.0,14.422666666666666,0.0,10.765051383333338,-10.084927693333345,6.492333333333317
2018-08-05,17.965333333333305,0.0,11.965499999999992,0.0,10.552159136666658,-8.584325731666684,8.967833333333314
2018-08-06,17.145666666666713,0.0,11.317166666666672,0.0,9.88997926666668,-8.366363663333324,8.31616666666663
2018-08-07,16.094833333333344,0.0,7.470833333333337,0.0,9.011488315000012,-8.422299146666681,10.235499999999973
2018-08-08,18.058833333333194,0.0,13.193666666666674,0.0,11.228398248333336,-9.10206361666665,7.976499999999992
2018-08-09,17.813166666666607,0.0,14.090666666666667,0.0,10.527253203333327,-9.89660365166667,5.27566666666665
2018-08-10,18.011833333333293,0.0,12.563499999999989,0.0,10.748405401666679,-7.723347490000003,9.547166666666637
2018-08-11,16.588666666666715,0.0,10.026500000000006,0.0,8.638587300000005,-7.197563631666674,8.944333333333308
2018-08-12,16.33750000000004,0.0,9.35983333333334,0.0,8.392865914999998,-7.461110131666664,8.866333333333325
2018-08-13,14.767666666666612,0.0,11.918499999999984,0.0,9.199132988333341,-7.778855888333323,5.249999999999996
2018-08-14,16.216833333333266,0.0,13.35366666666668,0.0,7.949153491666666,-6.94590249833333,4.741499999999964
2018-08-15,17.75049999999994,0.0,12.490333333333348,-0.00016666666666666666,8.670926406666661,-6.641747503333332,8.27066666666664
2018-08-16,14.68950000000007,0.0,12.861999999999998,0.0,9.399593843333337,-6.129779784999987,6.173833333333318
2018-08-17,14.888833333333311,0.0,11.635166666666654,0.0,8.540333745000009,-7.114308343333325,5.4889999999999555
2018-08-18,16.73966666666659,0.0,12.103166666666649,0.0,8.999830141666656,-7.976549711666665,6.443
2018-08-19,15.984999999999928,0.0,10.196000000000014,0.0,7.576496393333332,-6.9500248199999985,7.091166666666619
2018-08-20,15.990666666666591,0.0,11.416499999999994,0.0,8.281865923333337,-7.030072416666664,6.733333333333317
2018-08-21,15.783999999999986,0.0,13.380666666666649,0.0,8.951477106666669,-6.892420914999993,5.195166666666628
2018-08-22,15.82716666666669,0.0,10.21533333333334,0.0,8.13162495333334,-7.086715455000009,7.15116666666664
2018-08-23,11.701500000000072,0.0,8.288666666666664,0.0,7.345250766666677,-5.464351758333331,5.989166666666649
2018-08-24,12.151833333333354,0.0,9.869333333333323,0.0,7.217483875000002,-5.6144275366666685,4.547166666666644
2018-08-25,12.897166666666768,0.0,10.150999999999998,0.0,6.626731904999994,-5.9573097650000015,3.98766666666667
2018-08-26,12.114500000000106,0.0,8.227000000000002,0.0,6.73637147833333,-5.083446258333331,6.137499999999994
2018-08-27,12.424833333333426,0.0,9.06716666666666,0.0,7.151793994999992,-5.0530965899999964,6.21933333333332
2018-08-28,13.479666666666738,0.0,9.076166666666683,0.0,7.367152755000003,-5.650672140000001,6.794666666666661
2018-08-29,16.7618333333334,0.0,12.361833333333335,0.0,7.047038851666667,-6.824230746666663,5.11783333333332
2018-08-30,13.339500000000008,0.0,10.766499999999985,0.0,6.796522658333334,-3.747910764999997,6.252999999999998
2018-08-31,11.273333333333522,0.0,9.269333333333302,0.0,5.438476811666665,-4.759191478333338,3.152166666666666
2018-09-01,10.694833333333419,0.0,11.110833333333325,0.0,6.701477063333334,-5.506532083333336,1.2970000000000035
2018-09-02,9.94683333333344,0.0,4.934666666666666,0.0,6.163952091666666,-5.431802019999996,6.513666666666647
2018-09-03,13.889333333333328,0.0,10.401666666666666,0.0,5.927329118333327,-5.0396062749999935,4.703666666666648
2018-09-04,19.299333333333234,0.0,18.99466666666671,0.0,7.63944607166668,-5.808722503333333,2.9218333333333324
2018-09-05,16.08683333333339,0.0,13.165666666666706,0.0,7.66182519666668,-6.817131210000001,4.629333333333329
2018-09-06,15.853500000000086,0.0,13.343833333333345,0.0,8.692740771666672,-7.100754809999995,4.8288333333333195
2018-09-07,9.612000000000064,0.0,8.62433333333334,0.0,7.672581833333334,-4.812503736666668,4.64249999999998
2018-09-08,5.55683333333339,0.0,0.0,0.0,3.6091890933333355,-3.133023405000004,6.390666666666646
2018-09-09,5.580666666666687,0.0,0.0,0.0,3.448562826666668,-3.167988749999993,6.2330000000000005
2018-09-10,5.532666666666694,0.0,0.0,0.0,2.757885674999998,-3.2084450683333308,5.452000000000007
2018-09-11,5.398000000000124,0.0,0.0,0.0,4.119661708333334,-3.229517348333325,6.6433333333333255
2018-09-12,5.480833333333425,0.0,0.0,0.0,3.0007475266666748,-3.1681489883333334,5.67116666666668
2018-09-13,5.347500000000113,0.0,0.0,0.0,4.645703023333337,-3.3738817966666517,6.963000000000005
2018-09-14,5.296000000000112,0.0,0.0,0.0,3.384952413333336,-3.3341117883333307,5.71266666666665
2018-09-15,5.446833333333412,0.0,0.0,0.0,2.928091301666668,-3.233784891666685,5.491500000000003
2018-09-16,5.485333333333477,0.0,0.0,0.0,1.4105105433333338,-3.4395448633333334,3.7423333333333293
2018-09-17,5.3075000000001085,0.0,0.0,0.0,7.514772971666661,-3.180643179999998,10.078666666666688
2018-09-18,5.326833333333432,0.0,0.0,0.0,2.914145333333332,-3.197236796666674,5.420499999999974
2018-09-19,5.299166666666764,0.0,0.0,0.0,5.1200919033333285,-3.1557734100000037,7.6338333333333255
2018-09-20,5.312500000000093,0.0,0.0,0.0,2.903118583333329,-3.1686549550000076,5.393499999999991
2018-09-21,5.424333333333355,0.0,0.0,0.0,4.483947288333331,-3.388547338333333,6.920333333333321
2018-09-22,5.552000000000019,0.0,0.0,0.0,4.596609071666665,-3.456730218333335,7.099166666666656
2018-09-23,5.689833333333321,0.0,0.0,0.0,4.724606030000001,-3.807872616666675,7.002833333333317
2018-09-24,5.591500000000101,0.0,0.0,0.0,3.5259776783333314,-3.396430480000005,6.081666666666631
2018-09-25,5.594500000000078,0.0,0.0,0.0,5.189639283333331,-3.4101162116666703,7.731666666666646
2018-09-26,5.569500000000136,0.0,0.0,0.0,3.2297503783333323,-3.322270014999999,5.8239999999999945
2018-09-27,5.567500000000071,0.0,0.0,0.0,3.317634129999994,-3.413802718333332,5.819833333333296
2018-09-28,5.371833333333453,0.0,0.0,0.0,5.532950309999998,-3.2800887883333374,8.003833333333318
2018-09-29,5.394333333333464,0.0,0.0,0.0,3.3927561566666693,-3.2895906783333317,5.88149999999999
2018-09-30,5.448833333333463,0.0,0.0,0.0,2.8759343333333347,-3.5214102000000134,5.156499999999981
2018-10-01,5.333333333333399,0.0,0.0,0.0,0.1442047999999999,-4.187252023333332,1.5241666666666673
2018-10-02,5.447666666666752,0.0,0.0,0.0,5.238176388333327,-3.3880709333333376,7.604333333333321
2018-10-03,5.540000000000081,0.0,0.0,0.0,8.017808443333344,-3.3526659799999967,10.59216666666676
2018-10-04,5.557666666666766,0.0,0.0,0.0,4.87678504333333,-3.4210928516666708,7.336666666666636
2018-10-05,5.602166666666755,0.0,0.0,0.0,3.2149193549999935,-3.329574566666672,5.8296666666666646
2018-10-06,5.494000000000109,0.0,0.0,0.0,2.6597703283333334,-3.467766025000012,4.991833333333326
2018-10-07,5.437500000000094,0.0,0.0,0.0,5.2308759766666775,-3.3538806033333475,7.629666666666679
2018-10-08,5.4336666666667695,0.0,0.0,0.0,4.6960677933333335,-3.2877867399999965,7.146833333333309
2018-10-09,5.416833333333438,0.0,0.0,0.0,4.422953173333329,-3.2436543033333356,6.856500000000012
2018-10-10,5.506000000000028,0.0,0.0,0.0,3.201326818333331,-3.5843803249999917,5.371999999999991
2018-10-11,5.523000000000016,0.0,0.0,0.0,1.628852155,-3.542709446666674,3.8100000000000036
2018-10-12,7.506500000000188,0.0,5.633166666666698,0.0,6.763225814999986,-3.301093613333338,5.735999999999993
2018-10-13,5.516333333333375,0.0,0.0,0.0,4.76220878333333,-3.4406646849999962,7.109999999999988
2018-10-14,5.519333333333393,0.0,0.0,0.0,3.2320079916666686,-3.4073258299999973,5.654666666666671
2018-10-15,5.525000000000011,0.0,0.0,0.0,2.885626386666665,-3.535520836666661,5.097333333333326
2018-10-16,5.441833333333411,0.0,0.0,0.0,3.4992908683333335,-3.430310858333329,5.778666666666648
2018-10-17,5.45166666666675,0.0,0.0,0.0,5.832627233333335,-3.3078300550000015,8.276166666666658
2018-10-18,5.437166666666759,0.0,0.0,0.0,4.6597652183333285,-3.40599096333333,6.950166666666655
2018-10-19,5.429333333333421,0.0,0.0,0.0,3.5695786083333365,-3.3685448683333408,5.874999999999989
2018-10-20,5.4326666666667585,0.0,0.0,0.0,3.24206484666667,-3.48738772666667,5.431333333333328
2018-10-21,5.425500000000091,0.0,0.0,0.0,5.047556945000001,-3.48710816,7.251833333333323
2018-10-22,5.425333333333435,0.0,0.0,0.0,4.77178379666667,-3.521231880000003,6.929166666666685
2018-10-23,5.441000000000084,0.0,0.0,0.0,3.6485233416666647,-3.482104579999999,5.8653333333333215
2018-10-24,5.452000000000075,0.0,0.0,0.0,4.558583693333339,-3.596981381666673,6.670333333333321
2018-10-25,5.435333333333428,0.0,0.0,0.0,4.6984004683333325,-3.5624109716666794,6.829666666666672
2018-10-26,5.429166666666766,0.0,0.0,0.0,4.544393241666665,-3.5061721116666735,6.705333333333306
2018-10-27,5.499000000000041,0.0,0.0,0.0,0.09551922999999997,-4.415784849999988,1.222000000000001
2018-10-28,5.5110000000000285,0.0,0.0,0.0,0.4785257116666667,-3.9241993933333337,2.1440000000000006
2018-10-29,5.526666666666685,0.0,0.0,0.0,0.1754543066666667,-4.39387301833332,1.3538333333333372
2018-10-30,5.530166666666679,0.0,0.0,0.0,2.291092596666667,-3.6897091483333346,4.331499999999993
2018-10-31,4.840999999999963,0.0,0.0,0.0,0.5220141633333334,-3.2423633966666587,2.314166666666672
2018-11-01,3.6964999999999426,0.0,0.0,0.0,3.1199220583333327,-2.061984553333334,5.062166666666656
2018-11-02,5.532166666666685,0.0,0.0,0.0,3.8856984800000003,-3.791853189999993,5.898833333333326
2018-11-03,4.978333333333307,0.0,0.0,0.0,4.472316764999997,-3.2044353466666626,6.545333333333326
2018-11-04,5.525666666666684,0.0,0.0,0.0,0.6043842083333341,-3.9153319633333115,2.4279999999999995
2018-11-05,5.079499999999981,0.0,0.0,0.0,2.8078744816666656,-3.5760292083333374,4.579333333333323
2018-11-06,4.137499999999923,0.0,0.0,0.0,0.11893374500000001,-3.0011346566666535,1.3988333333333367
2018-11-07,5.51933333333335,0.0,0.0,0.0,5.894197571666665,-3.6902537050000044,8.058333333333339
2018-11-08,5.302666666666658,0.0,0.0,0.0,3.668060803333336,-3.460385506666672,5.822666666666661
2018-11-09,4.61383333333328,0.0,0.0,0.0,4.196460086666665,-2.9365973150000007,6.18766666666665
2018-11-10,5.022166666666644,0.0,0.0,0.0,2.6956204850000014,-3.2620253849999994,4.7416666666666485
2018-11-11,4.3951666666665945,0.0,0.0,0.0,9.34558401166667,-2.5619196566666647,11.619333333333312
2018-11-12,5.495666666666702,0.0,0.0,0.0,11.499701551666673,-3.7405977233333187,13.704166666666689
2018-11-13,5.4931666666667045,0.0,0.0,0.0,9.235914448333334,-3.802259458333332,11.359833333333304
2018-11-14,5.478833333333383,0.0,0.0,0.0,7.437490743333337,-3.7781362316666582,9.523000000000003
2018-11-15,,,,,,,
2018-11-16,5.467666666666729,0.0,0.0,0.0,5.409594241666665,-3.7744409900000107,7.401499999999982
2018-11-17,5.490333333333391,0.0,0.0,0.0,3.5565081683333317,-3.766200986666667,5.599999999999982
2018-11-18,5.472166666666726,0.0,0.0,0.0,5.309502953333337,-3.784411845000004,7.286999999999983
2018-11-19,5.520333333333349,0.0,0.0,0.0,1.424853516666666,-4.01787155833332,3.1071666666666666
2018-11-20,5.500166666666699,0.0,0.0,0.0,5.934593468333338,-3.8452395833333353,7.937333333333322
2018-11-21,5.529333333333341,0.0,0.0,0.0,0.41319994166666646,-4.088753038333347,2.0388333333333324
2018-11-22,5.496666666666703,0.0,0.0,0.0,8.651494771666666,-3.8542322366666535,10.681000000000017
2018-11-23,5.522833333333347,0.0,0.0,0.0,0.4245036666666668,-4.1530269683333225,2.001833333333331
2018-11-24,5.7033333333332825,0.0,0.0,0.0,8.287908379999996,-3.9828483383333304,10.381500000000022
2018-11-25,5.680333333333391,0.0,0.0,0.0,5.822981956666672,-3.9959527400000128,7.825166666666657
2018-11-26,5.533333333333352,0.0,0.0,0.0,0.08635040833333328,-4.427826715000018,1.3149999999999966
2018-11-27,5.527500000000017,0.0,0.0,0.0,0.05766418,-4.524616721666672,1.2321666666666675
2018-11-28,5.530000000000017,0.0,0.0,0.0,7.308010169999995,-3.917491108333334,9.288333333333307
2018-11-29,5.52033333333335,0.0,0.0,0.0,2.788222568333334,-3.7458247716666544,4.824833333333328
2018-11-30,5.520000000000016,0.0,0.0,0.0,0.1408799533333334,-4.448148911666647,1.3666666666666702
2018-12-01,5.504166666666695,0.0,0.0,0.0,7.192032339999999,-3.8455043133333207,9.20783333333332
2018-12-02,5.520000000000016,0.0,0.0,0.0,0.0,-5.3826256950000335,0.20633333333333168
2018-12-03,3.608499999999948,0.0,0.0,0.0,0.0016017033333333333,-3.4293356783333295,0.2900000000000013
2018-12-04,0.311166666666667,0.0,0.0,0.0,1.9079050699999995,-0.3557282016666658,2.1131666666666673
2018-12-05,0.0,0.0,0.0,0.0,8.91092108833334,-0.06478641000000046,9.28449999999999
2018-12-06,0.0,0.0,0.0,0.0,0.179265075,-0.06713427333333376,0.23283333333333237
2018-12-07,0.0,0.0,0.0,0.0,10.367508985000002,-0.061606176666666825,10.811833333333327
2018-12-08,0.0,0.0,0.0,0.0,1.1291949316666678,-0.06467246000000036,1.2601666666666669
2018-12-09,0.0,0.0,0.0,0.0,0.5998522883333334,-0.0649046466666671,0.7065000000000015
2018-12-10,0.0,0.0,0.0,0.0,1.026674191666667,-0.06481641666666677,1.1580000000000015
2018-12-11,0.0,0.0,0.0,0.0,1.5640923816666676,-0.06356615166666695,1.6460000000000017
2018-12-12,0.0,0.0,0.0,0.0,0.8630053583333333,-0.06263346166666699,0.9076666666666678
2018-12-13,0.0,0.0,0.0,0.0,0.6767411299999996,-0.0627865949999998,0.7801666666666712
2018-12-14,0.0,0.0,0.0,0.0,0.5613940866666663,-0.06283838666666677,0.6189999999999979
2018-12-15,0.0,0.0,0.0,0.0,0.651553488333333,-0.06333328000000009,0.7866666666666723
2018-12-16,0.0,0.0,0.0,0.0,0.48144504333333116,-0.06411832333333321,0.45283333333333503
2018-12-17,0.0,0.0,0.0,0.0,0.39039211666666346,-0.06449524833333309,0.32516666666666477
2018-12-18,0.0,0.0,0.0,0.0,0.3362767916666634,-0.06354296999999988,0.36283333333333034
2018-12-19,0.0,0.0,0.0,0.0,0.3021015899999992,-0.06541968499999992,0.23716666666666472
2018-12-20,0.0,0.0,0.0,0.0,0.32454380333333344,-0.06653810666666646,0.3401666666666666
2018-12-21,0.0,0.0,0.0,0.0,0.2612675999999997,-0.0670107583333329,0.2224999999999983
2018-12-22,0.0,0.0,0.0,0.0,0.3314086149999993,-0.06501518000000014,0.30599999999999816
2018-12-23,0.0,0.0,0.0,0.0,0.3138668733333319,-0.06609303999999955,0.2551666666666642
2018-12-24,0.0,0.0,0.0,0.0,0.26123597666666576,-0.0663080983333333,0.20983333333333068
2018-12-25,0.0,0.0,0.0,0.0,0.316814431666667,-0.0639349049999996,0.3324999999999974
2018-12-26,0.0,0.0,0.0,0.0,0.3061221433333329,-0.0632907183333334,0.31366666666666604
2018-12-27,0.0,0.0,0.0,0.0,0.3095022833333324,-0.0625705416666667,0.3259999999999988
2018-12-28,0.0,0.0,0.0,0.0,0.29689408999999983,-0.06418580999999987,0.24966666666666462
2018-12-29,0.0,0.0,0.0,0.0,0.29251148166666774,-0.06327333833333296,0.31233333333333196
2018-12-30,0.0,0.0,0.0,0.0,0.28848940000000056,-0.06395228500000007,0.26799999999999746
2018-12-31,0.0,0.0,0.0,0.0,0.2792824049999992,-0.06356461666666634,0.2566666666666644
